file,line,type,idioma,testid,tracking,labelKey,labelText,destinationKey,destinationUrl
client/src/components/layout/Footer.tsx,228,mailto,fr,link-footer-email,footer_contact,—,—,mailto,mailto:
client/src/components/layout/Footer.tsx,228,mailto,de,link-footer-email,footer_contact,—,—,mailto,mailto:
client/src/components/layout/Footer.tsx,228,mailto,pt,link-footer-email,footer_contact,—,—,mailto,mailto:
client/src/components/layout/Footer.tsx,228,mailto,ca,link-footer-email,footer_contact,—,—,mailto,mailto:
client/src/components/layout/Footer.tsx,235,whatsapp,es,—,footer_contact,—,—,"wa.me?text={t(""whatsappFooter"")}",https://wa.me/34614916910?text=Hola%2C%20me%20gustar%C3%ADa%20hablar%20con%20alguien%20del%20equipo.%20Quiero%20entender%20si%20hay%20margen%20para%20reducir%20lo%20que%20pago%20de%20impuestos.
client/src/components/layout/Footer.tsx,235,whatsapp,en,—,footer_contact,—,—,"wa.me?text={t(""whatsappFooter"")}",https://wa.me/34614916910?text=Hi%2C%20I'd%20like%20to%20talk%20to%20someone%20from%20the%20team%20about%20setting%20up%20a%20VC-ready%20US%20LLC%20with%20proper%20asset%20protection%20and%20ITIN%2C%20all%20without%20flying%20to%20the%20IRS%20office.
client/src/components/layout/Footer.tsx,235,whatsapp,fr,—,footer_contact,—,—,"wa.me?text={t(""whatsappFooter"")}",https://wa.me/34614916910?text=Bonjour%2C%20j'aimerais%20%C3%A9changer%20avec%20l'%C3%A9quipe%20pour%20monter%20une%20LLC%20pr%C3%AAte%20pour%20la%20lev%C3%A9e%20de%20fonds%20et%20obtenir%20mon%20ITIN%2C%20sans%20passer%20par%20l'ambassade.
client/src/components/layout/Footer.tsx,235,whatsapp,de,—,footer_contact,—,—,"wa.me?text={t(""whatsappFooter"")}",https://wa.me/34614916910?text=Hallo%2C%20ich%20m%C3%B6chte%20mit%20dem%20Team%20dar%C3%BCber%20sprechen%2C%20eine%20LLC%20mit%20Verm%C3%B6gensschutz%20nach%20US-Standard%20und%20ITIN%20zu%20gr%C3%BCnden%20%E2%80%94%20ganz%20ohne%20Botschaftstermin.
client/src/components/layout/Footer.tsx,235,whatsapp,pt,—,footer_contact,—,—,"wa.me?text={t(""whatsappFooter"")}",https://wa.me/34614916910?text=Ol%C3%A1%2C%20gostaria%20de%20falar%20com%20algu%C3%A9m%20da%20equipa%20sobre%20montar%20uma%20LLC%20pronta%20para%20investidores%20e%20M%26A%2C%20com%20ITIN%20tirado%20sem%20viajar%20aos%20EUA.
client/src/components/layout/Footer.tsx,235,whatsapp,ca,—,footer_contact,—,—,"wa.me?text={t(""whatsappFooter"")}",https://wa.me/34614916910?text=Hola%2C%20m'agradaria%20parlar%20amb%20alg%C3%BA%20de%20l'equip%20sobre%20muntar%20una%20LLC%20amb%20blindatge%20patrimonial%20i%20ITIN%2C%20sense%20haver%20de%20viatjar%20als%20EUA.
client/src/components/layout/Navbar.tsx,226,link,es,link-home,—,—,—,home,/es
client/src/components/layout/Navbar.tsx,226,link,en,link-home,—,—,—,home,/en
client/src/components/layout/Navbar.tsx,226,link,fr,link-home,—,—,—,home,/fr
client/src/components/layout/Navbar.tsx,226,link,de,link-home,—,—,—,home,/de
client/src/components/layout/Navbar.tsx,226,link,pt,link-home,—,—,—,home,/pt
client/src/components/layout/Navbar.tsx,226,link,ca,link-home,—,—,—,home,/ca
client/src/components/layout/Navbar.tsx,376,whatsapp,es,—,navbar,—,—,"wa.me?text={t(""whatsappNav"")}",https://wa.me/34614916910?text=Hola%2C%20acabo%20de%20ver%20Exentax%20y%20me%20interesa%20saber%20si%20puedo%20optimizar%20mi%20fiscalidad.%20%C2%BFCu%C3%A1ndo%20podr%C3%ADamos%20hablar%3F
client/src/components/layout/Navbar.tsx,376,whatsapp,en,—,navbar,—,—,"wa.me?text={t(""whatsappNav"")}",https://wa.me/34614916910?text=Hi%2C%20I%20just%20saw%20Exentax%20and%20I'm%20curious%3A%20could%20I%20be%20paying%20less%20taxes%20than%20I%20do%20now%3F%20When%20could%20we%20talk%20for%20a%20moment%3F
client/src/components/layout/Navbar.tsx,376,whatsapp,fr,—,navbar,—,—,"wa.me?text={t(""whatsappNav"")}",https://wa.me/34614916910?text=Bonjour%2C%20je%20viens%20de%20voir%20Exentax%20et%20je%20suis%20curieux%20%3A%20pourrais-je%20payer%20moins%20d'imp%C3%B4ts%20%3F%20Quand%20pourrions-nous%20en%20parler%20%3F
client/src/components/layout/Navbar.tsx,376,whatsapp,de,—,navbar,—,—,"wa.me?text={t(""whatsappNav"")}",https://wa.me/34614916910?text=Hallo%2C%20ich%20habe%20gerade%20Exentax%20gesehen%20und%20bin%20neugierig%3A%20K%C3%B6nnte%20ich%20weniger%20Steuern%20zahlen%20als%20jetzt%3F%20Wann%20k%C3%B6nnten%20wir%20dar%C3%BCber%20sprechen%3F
client/src/components/layout/Navbar.tsx,376,whatsapp,pt,—,navbar,—,—,"wa.me?text={t(""whatsappNav"")}",https://wa.me/34614916910?text=Ol%C3%A1%2C%20acabei%20de%20ver%20a%20Exentax%20e%20estou%20curioso%3A%20poderia%20estar%20pagando%20menos%20impostos%20do%20que%20pago%20agora%3F%20Quando%20poder%C3%ADamos%20conversar%3F
client/src/components/layout/Navbar.tsx,376,whatsapp,ca,—,navbar,—,—,"wa.me?text={t(""whatsappNav"")}",https://wa.me/34614916910?text=Hola%2C%20acabo%20de%20veure%20Exentax%20i%20tinc%20curiositat%3A%20podria%20pagar%20menys%20impostos%20del%20que%20pago%20ara%3F%20Quan%20podr%C3%ADem%20parlar%20un%20moment%3F
client/src/components/layout/Navbar.tsx,388,link,es,—,navbar_book,—,—,book,/es/agendar
client/src/components/layout/Navbar.tsx,388,link,en,—,navbar_book,—,—,book,/en/book
client/src/components/layout/Navbar.tsx,388,link,fr,—,navbar_book,—,—,book,/fr/reserver
client/src/components/layout/Navbar.tsx,388,link,de,—,navbar_book,—,—,book,/de/buchen
client/src/components/layout/Navbar.tsx,388,link,pt,—,navbar_book,—,—,book,/pt/agendar
client/src/components/layout/Navbar.tsx,388,link,ca,—,navbar_book,—,—,book,/ca/agendar
client/src/components/layout/Navbar.tsx,504,whatsapp,es,—,navbar_mobile,—,—,"wa.me?text={t(""whatsappNav"")}",https://wa.me/34614916910?text=Hola%2C%20acabo%20de%20ver%20Exentax%20y%20me%20interesa%20saber%20si%20puedo%20optimizar%20mi%20fiscalidad.%20%C2%BFCu%C3%A1ndo%20podr%C3%ADamos%20hablar%3F
client/src/components/layout/Navbar.tsx,504,whatsapp,en,—,navbar_mobile,—,—,"wa.me?text={t(""whatsappNav"")}",https://wa.me/34614916910?text=Hi%2C%20I%20just%20saw%20Exentax%20and%20I'm%20curious%3A%20could%20I%20be%20paying%20less%20taxes%20than%20I%20do%20now%3F%20When%20could%20we%20talk%20for%20a%20moment%3F
client/src/components/layout/Navbar.tsx,504,whatsapp,fr,—,navbar_mobile,—,—,"wa.me?text={t(""whatsappNav"")}",https://wa.me/34614916910?text=Bonjour%2C%20je%20viens%20de%20voir%20Exentax%20et%20je%20suis%20curieux%20%3A%20pourrais-je%20payer%20moins%20d'imp%C3%B4ts%20%3F%20Quand%20pourrions-nous%20en%20parler%20%3F
client/src/components/layout/Navbar.tsx,504,whatsapp,de,—,navbar_mobile,—,—,"wa.me?text={t(""whatsappNav"")}",https://wa.me/34614916910?text=Hallo%2C%20ich%20habe%20gerade%20Exentax%20gesehen%20und%20bin%20neugierig%3A%20K%C3%B6nnte%20ich%20weniger%20Steuern%20zahlen%20als%20jetzt%3F%20Wann%20k%C3%B6nnten%20wir%20dar%C3%BCber%20sprechen%3F
client/src/components/layout/Navbar.tsx,504,whatsapp,pt,—,navbar_mobile,—,—,"wa.me?text={t(""whatsappNav"")}",https://wa.me/34614916910?text=Ol%C3%A1%2C%20acabei%20de%20ver%20a%20Exentax%20e%20estou%20curioso%3A%20poderia%20estar%20pagando%20menos%20impostos%20do%20que%20pago%20agora%3F%20Quando%20poder%C3%ADamos%20conversar%3F
client/src/components/layout/Navbar.tsx,504,whatsapp,ca,—,navbar_mobile,—,—,"wa.me?text={t(""whatsappNav"")}",https://wa.me/34614916910?text=Hola%2C%20acabo%20de%20veure%20Exentax%20i%20tinc%20curiositat%3A%20podria%20pagar%20menys%20impostos%20del%20que%20pago%20ara%3F%20Quan%20podr%C3%ADem%20parlar%20un%20moment%3F
client/src/components/layout/Navbar.tsx,527,link,es,—,navbar_mobile_book,—,—,book,/es/agendar
client/src/components/layout/Navbar.tsx,527,link,en,—,navbar_mobile_book,—,—,book,/en/book
client/src/components/layout/Navbar.tsx,527,link,fr,—,navbar_mobile_book,—,—,book,/fr/reserver
client/src/components/layout/Navbar.tsx,527,link,de,—,navbar_mobile_book,—,—,book,/de/buchen
client/src/components/layout/Navbar.tsx,527,link,pt,—,navbar_mobile_book,—,—,book,/pt/agendar
client/src/components/layout/Navbar.tsx,527,link,ca,—,navbar_mobile_book,—,—,book,/ca/agendar
client/src/components/layout/NavbarFunnel.tsx,15,link,es,link-funnel-home,navbar_funnel_book,—,—,home,/es
client/src/components/layout/NavbarFunnel.tsx,15,link,en,link-funnel-home,navbar_funnel_book,—,—,home,/en
client/src/components/layout/NavbarFunnel.tsx,15,link,fr,link-funnel-home,navbar_funnel_book,—,—,home,/fr
client/src/components/layout/NavbarFunnel.tsx,15,link,de,link-funnel-home,navbar_funnel_book,—,—,home,/de
client/src/components/layout/NavbarFunnel.tsx,15,link,pt,link-funnel-home,navbar_funnel_book,—,—,home,/pt
client/src/components/layout/NavbarFunnel.tsx,15,link,ca,link-funnel-home,navbar_funnel_book,—,—,home,/ca
client/src/components/layout/NavbarFunnel.tsx,21,link,es,link-funnel-consultation,navbar_funnel_book,—,—,book,/es/agendar
client/src/components/layout/NavbarFunnel.tsx,21,link,en,link-funnel-consultation,navbar_funnel_book,—,—,book,/en/book
client/src/components/layout/NavbarFunnel.tsx,21,link,fr,link-funnel-consultation,navbar_funnel_book,—,—,book,/fr/reserver
client/src/components/layout/NavbarFunnel.tsx,21,link,de,link-funnel-consultation,navbar_funnel_book,—,—,book,/de/buchen
client/src/components/layout/NavbarFunnel.tsx,21,link,pt,link-funnel-consultation,navbar_funnel_book,—,—,book,/pt/agendar
client/src/components/layout/NavbarFunnel.tsx,21,link,ca,link-funnel-consultation,navbar_funnel_book,—,—,book,/ca/agendar
client/src/components/sections/faq-data.tsx,120,link,es,—,—,—,—,—,(unresolved: —)
client/src/components/sections/faq-data.tsx,120,link,en,—,—,—,—,—,(unresolved: —)
client/src/components/sections/faq-data.tsx,120,link,fr,—,—,—,—,—,(unresolved: —)
client/src/components/sections/faq-data.tsx,120,link,de,—,—,—,—,—,(unresolved: —)
client/src/components/sections/faq-data.tsx,120,link,pt,—,—,—,—,—,(unresolved: —)
client/src/components/sections/faq-data.tsx,120,link,ca,—,—,—,—,—,(unresolved: —)
client/src/components/sections/FAQ.tsx,256,link,es,button-faq-final-cta-booking,faq_final_book,—,—,book,/es/agendar
client/src/components/sections/FAQ.tsx,256,link,en,button-faq-final-cta-booking,faq_final_book,—,—,book,/en/book
client/src/components/sections/FAQ.tsx,256,link,fr,button-faq-final-cta-booking,faq_final_book,—,—,book,/fr/reserver
client/src/components/sections/FAQ.tsx,256,link,de,button-faq-final-cta-booking,faq_final_book,—,—,book,/de/buchen
client/src/components/sections/FAQ.tsx,256,link,pt,button-faq-final-cta-booking,faq_final_book,—,—,book,/pt/agendar
client/src/components/sections/FAQ.tsx,256,link,ca,button-faq-final-cta-booking,faq_final_book,—,—,book,/ca/agendar
client/src/components/sections/FAQ.tsx,264,whatsapp,es,—,faq_final_cta,—,—,"wa.me?text={t(""faqUI.finalCta.whatsapp"")}",https://wa.me/34614916910?text=
client/src/components/sections/FAQ.tsx,264,whatsapp,en,—,faq_final_cta,—,—,"wa.me?text={t(""faqUI.finalCta.whatsapp"")}",https://wa.me/34614916910?text=
client/src/components/sections/FAQ.tsx,264,whatsapp,fr,—,faq_final_cta,—,—,"wa.me?text={t(""faqUI.finalCta.whatsapp"")}",https://wa.me/34614916910?text=
client/src/components/sections/FAQ.tsx,264,whatsapp,de,—,faq_final_cta,—,—,"wa.me?text={t(""faqUI.finalCta.whatsapp"")}",https://wa.me/34614916910?text=
client/src/components/sections/FAQ.tsx,264,whatsapp,pt,—,faq_final_cta,—,—,"wa.me?text={t(""faqUI.finalCta.whatsapp"")}",https://wa.me/34614916910?text=
client/src/components/sections/FAQ.tsx,264,whatsapp,ca,—,faq_final_cta,—,—,"wa.me?text={t(""faqUI.finalCta.whatsapp"")}",https://wa.me/34614916910?text=
client/src/components/sections/ForWho.tsx,150,link,es,button-forwho-agendar,for_who_bottom,—,—,book,/es/agendar
client/src/components/sections/ForWho.tsx,150,link,en,button-forwho-agendar,for_who_bottom,—,—,book,/en/book
client/src/components/sections/ForWho.tsx,150,link,fr,button-forwho-agendar,for_who_bottom,—,—,book,/fr/reserver
client/src/components/sections/ForWho.tsx,150,link,de,button-forwho-agendar,for_who_bottom,—,—,book,/de/buchen
client/src/components/sections/ForWho.tsx,150,link,pt,button-forwho-agendar,for_who_bottom,—,—,book,/pt/agendar
client/src/components/sections/ForWho.tsx,150,link,ca,button-forwho-agendar,for_who_bottom,—,—,book,/ca/agendar
client/src/components/sections/ForWho.tsx,157,whatsapp,es,—,for_who_bottom,—,—,"wa.me?text={t(""forWho.whatsappMsg2"")}",https://wa.me/34614916910?text=
client/src/components/sections/ForWho.tsx,157,whatsapp,en,—,for_who_bottom,—,—,"wa.me?text={t(""forWho.whatsappMsg2"")}",https://wa.me/34614916910?text=
client/src/components/sections/ForWho.tsx,157,whatsapp,fr,—,for_who_bottom,—,—,"wa.me?text={t(""forWho.whatsappMsg2"")}",https://wa.me/34614916910?text=
client/src/components/sections/ForWho.tsx,157,whatsapp,de,—,for_who_bottom,—,—,"wa.me?text={t(""forWho.whatsappMsg2"")}",https://wa.me/34614916910?text=
client/src/components/sections/ForWho.tsx,157,whatsapp,pt,—,for_who_bottom,—,—,"wa.me?text={t(""forWho.whatsappMsg2"")}",https://wa.me/34614916910?text=
client/src/components/sections/ForWho.tsx,157,whatsapp,ca,—,for_who_bottom,—,—,"wa.me?text={t(""forWho.whatsappMsg2"")}",https://wa.me/34614916910?text=
client/src/components/sections/Hero.tsx,113,link,es,—,hero_book_consultation,—,—,book,/es/agendar
client/src/components/sections/Hero.tsx,113,link,en,—,hero_book_consultation,—,—,book,/en/book
client/src/components/sections/Hero.tsx,113,link,fr,—,hero_book_consultation,—,—,book,/fr/reserver
client/src/components/sections/Hero.tsx,113,link,de,—,hero_book_consultation,—,—,book,/de/buchen
client/src/components/sections/Hero.tsx,113,link,pt,—,hero_book_consultation,—,—,book,/pt/agendar
client/src/components/sections/Hero.tsx,113,link,ca,—,hero_book_consultation,—,—,book,/ca/agendar
client/src/components/sections/Hero.tsx,122,whatsapp,es,—,hero,—,—,"wa.me?text={t(""hero.whatsappMsg"")}",https://wa.me/34614916910?text=
client/src/components/sections/Hero.tsx,122,whatsapp,en,—,hero,—,—,"wa.me?text={t(""hero.whatsappMsg"")}",https://wa.me/34614916910?text=
client/src/components/sections/Hero.tsx,122,whatsapp,fr,—,hero,—,—,"wa.me?text={t(""hero.whatsappMsg"")}",https://wa.me/34614916910?text=
client/src/components/sections/Hero.tsx,122,whatsapp,de,—,hero,—,—,"wa.me?text={t(""hero.whatsappMsg"")}",https://wa.me/34614916910?text=
client/src/components/sections/Hero.tsx,122,whatsapp,pt,—,hero,—,—,"wa.me?text={t(""hero.whatsappMsg"")}",https://wa.me/34614916910?text=
client/src/components/sections/Hero.tsx,122,whatsapp,ca,—,hero,—,—,"wa.me?text={t(""hero.whatsappMsg"")}",https://wa.me/34614916910?text=
client/src/components/sections/HomeFAQ.tsx,48,link,es,button-home-faq-ver-todas,home_faq,—,—,faq,/es/preguntas-frecuentes
client/src/components/sections/HomeFAQ.tsx,48,link,en,button-home-faq-ver-todas,home_faq,—,—,faq,/en/faq
client/src/components/sections/HomeFAQ.tsx,48,link,fr,button-home-faq-ver-todas,home_faq,—,—,faq,/fr/questions-frequentes
client/src/components/sections/HomeFAQ.tsx,48,link,de,button-home-faq-ver-todas,home_faq,—,—,faq,/de/haufige-fragen
client/src/components/sections/HomeFAQ.tsx,48,link,pt,button-home-faq-ver-todas,home_faq,—,—,faq,/pt/perguntas-frequentes
client/src/components/sections/HomeFAQ.tsx,48,link,ca,button-home-faq-ver-todas,home_faq,—,—,faq,/ca/preguntes-frequents
client/src/components/sections/HomeFAQ.tsx,56,whatsapp,es,—,home_faq,—,—,"wa.me?text={t(""homeFaq.cta.whatsapp"")}",https://wa.me/34614916910?text=
client/src/components/sections/HomeFAQ.tsx,56,whatsapp,en,—,home_faq,—,—,"wa.me?text={t(""homeFaq.cta.whatsapp"")}",https://wa.me/34614916910?text=
client/src/components/sections/HomeFAQ.tsx,56,whatsapp,fr,—,home_faq,—,—,"wa.me?text={t(""homeFaq.cta.whatsapp"")}",https://wa.me/34614916910?text=
client/src/components/sections/HomeFAQ.tsx,56,whatsapp,de,—,home_faq,—,—,"wa.me?text={t(""homeFaq.cta.whatsapp"")}",https://wa.me/34614916910?text=
client/src/components/sections/HomeFAQ.tsx,56,whatsapp,pt,—,home_faq,—,—,"wa.me?text={t(""homeFaq.cta.whatsapp"")}",https://wa.me/34614916910?text=
client/src/components/sections/HomeFAQ.tsx,56,whatsapp,ca,—,home_faq,—,—,"wa.me?text={t(""homeFaq.cta.whatsapp"")}",https://wa.me/34614916910?text=
client/src/components/sections/HomeFinalCTA.tsx,56,link,es,cta-final-agendar,home_final_book,—,—,book,/es/agendar
client/src/components/sections/HomeFinalCTA.tsx,56,link,en,cta-final-agendar,home_final_book,—,—,book,/en/book
client/src/components/sections/HomeFinalCTA.tsx,56,link,fr,cta-final-agendar,home_final_book,—,—,book,/fr/reserver
client/src/components/sections/HomeFinalCTA.tsx,56,link,de,cta-final-agendar,home_final_book,—,—,book,/de/buchen
client/src/components/sections/HomeFinalCTA.tsx,56,link,pt,cta-final-agendar,home_final_book,—,—,book,/pt/agendar
client/src/components/sections/HomeFinalCTA.tsx,56,link,ca,cta-final-agendar,home_final_book,—,—,book,/ca/agendar
client/src/components/sections/HowItWorks.tsx,170,link,es,button-howitworks-agendar,how_it_works,—,—,book,/es/agendar
client/src/components/sections/HowItWorks.tsx,170,link,en,button-howitworks-agendar,how_it_works,—,—,book,/en/book
client/src/components/sections/HowItWorks.tsx,170,link,fr,button-howitworks-agendar,how_it_works,—,—,book,/fr/reserver
client/src/components/sections/HowItWorks.tsx,170,link,de,button-howitworks-agendar,how_it_works,—,—,book,/de/buchen
client/src/components/sections/HowItWorks.tsx,170,link,pt,button-howitworks-agendar,how_it_works,—,—,book,/pt/agendar
client/src/components/sections/HowItWorks.tsx,170,link,ca,button-howitworks-agendar,how_it_works,—,—,book,/ca/agendar
client/src/components/sections/HowItWorks.tsx,177,whatsapp,es,—,how_it_works,—,—,"wa.me?text={t(""howItWorks.whatsappMsg"")}",https://wa.me/34614916910?text=
client/src/components/sections/HowItWorks.tsx,177,whatsapp,en,—,how_it_works,—,—,"wa.me?text={t(""howItWorks.whatsappMsg"")}",https://wa.me/34614916910?text=
client/src/components/sections/HowItWorks.tsx,177,whatsapp,fr,—,how_it_works,—,—,"wa.me?text={t(""howItWorks.whatsappMsg"")}",https://wa.me/34614916910?text=
client/src/components/sections/HowItWorks.tsx,177,whatsapp,de,—,how_it_works,—,—,"wa.me?text={t(""howItWorks.whatsappMsg"")}",https://wa.me/34614916910?text=
client/src/components/sections/HowItWorks.tsx,177,whatsapp,pt,—,how_it_works,—,—,"wa.me?text={t(""howItWorks.whatsappMsg"")}",https://wa.me/34614916910?text=
client/src/components/sections/HowItWorks.tsx,177,whatsapp,ca,—,how_it_works,—,—,"wa.me?text={t(""howItWorks.whatsappMsg"")}",https://wa.me/34614916910?text=
client/src/components/sections/Services.tsx,131,link,es,`button-service-${i,services_block_${i},—,—,our_services,/es/servicios
client/src/components/sections/Services.tsx,131,link,en,`button-service-${i,services_block_${i},—,—,our_services,/en/services
client/src/components/sections/Services.tsx,131,link,fr,`button-service-${i,services_block_${i},—,—,our_services,/fr/services
client/src/components/sections/Services.tsx,131,link,de,`button-service-${i,services_block_${i},—,—,our_services,/de/leistungen
client/src/components/sections/Services.tsx,131,link,pt,`button-service-${i,services_block_${i},—,—,our_services,/pt/servicos
client/src/components/sections/Services.tsx,131,link,ca,`button-service-${i,services_block_${i},—,—,our_services,/ca/serveis
client/src/components/sections/Services.tsx,138,whatsapp,es,—,services_block_${i},—,—,"wa.me?text={t(""hero.whatsappMsg"")}",https://wa.me/34614916910?text=
client/src/components/sections/Services.tsx,138,whatsapp,en,—,services_block_${i},—,—,"wa.me?text={t(""hero.whatsappMsg"")}",https://wa.me/34614916910?text=
client/src/components/sections/Services.tsx,138,whatsapp,fr,—,services_block_${i},—,—,"wa.me?text={t(""hero.whatsappMsg"")}",https://wa.me/34614916910?text=
client/src/components/sections/Services.tsx,138,whatsapp,de,—,services_block_${i},—,—,"wa.me?text={t(""hero.whatsappMsg"")}",https://wa.me/34614916910?text=
client/src/components/sections/Services.tsx,138,whatsapp,pt,—,services_block_${i},—,—,"wa.me?text={t(""hero.whatsappMsg"")}",https://wa.me/34614916910?text=
client/src/components/sections/Services.tsx,138,whatsapp,ca,—,services_block_${i},—,—,"wa.me?text={t(""hero.whatsappMsg"")}",https://wa.me/34614916910?text=
client/src/components/sections/WhyUs.tsx,82,link,es,button-whyus-agendar,why_us,—,—,book,/es/agendar
client/src/components/sections/WhyUs.tsx,82,link,en,button-whyus-agendar,why_us,—,—,book,/en/book
